Date,Start_Time,Away_Team,Away_Points,Home_Team,Home_Points,Unnamed: 6,Unnamed: 7,Attend.,LOG,Arena,Notes,Season,Month,Is_Future,Is_Scheduled,Is_Played,Home_Points_Scored,Home_Points_Allowed,Away_Points_Scored,Away_Points_Allowed,Home_Points_Scored_Roll5,Home_Points_Allowed_Roll5,Away_Points_Scored_Roll5,Away_Points_Allowed_Roll5,Home_Point_Diff_Roll5,Away_Point_Diff_Roll5,Home_Win,Point_Diff,Home_Rest_Days,Away_Rest_Days,Home_Streak,Away_Streak
2021-10-19 05:00:00,7:30p,Brooklyn Nets,104.0,Milwaukee Bucks,127.0,Box Score,,17341.0,2:20,Fiserv Forum,,2022,,False,True,True,127.0,104.0,104.0,127.0,127.0,104.0,104.0,127.0,23.0,-23.0,1,23,,,1,-1
2021-10-19 05:00:00,10:00p,Golden State Warriors,121.0,Los Angeles Lakers,114.0,Box Score,,18997.0,2:33,Crypto.com Arena,,2022,,False,True,True,114.0,121.0,121.0,114.0,114.0,121.0,121.0,114.0,-7.0,7.0,0,-7,8.0,3.0,-1,1
2021-10-20 05:00:00,7:00p,Indiana Pacers,122.0,Charlotte Hornets,123.0,Box Score,,15521.0,2:20,Spectrum Center,,2022,,False,True,True,123.0,122.0,122.0,123.0,123.0,122.0,122.0,123.0,1.0,-1.0,1,1,3.0,367.0,1,-1
2021-10-20 05:00:00,7:00p,Chicago Bulls,94.0,Detroit Pistons,88.0,Box Score,,20088.0,2:09,Little Caesars Arena,,2022,,False,True,True,88.0,94.0,94.0,88.0,88.0,94.0,94.0,88.0,-6.0,6.0,0,-6,1.0,2.0,-1,1
2021-10-20 05:00:00,7:30p,Boston Celtics,134.0,New York Knicks,138.0,Box Score,2OT,19812.0,2:54,Madison Square Garden (IV),,2022,,False,True,True,138.0,134.0,134.0,138.0,138.0,134.0,134.0,138.0,4.0,-4.0,1,4,356.0,366.0,1,-1
2021-10-20 05:00:00,7:30p,Washington Wizards,98.0,Toronto Raptors,83.0,Box Score,,19800.0,2:15,Scotiabank Arena,,2022,,False,True,True,83.0,98.0,98.0,83.0,83.0,98.0,98.0,83.0,-15.0,15.0,0,-15,4.0,3.0,-1,1
2021-10-20 05:00:00,8:00p,Cleveland Cavaliers,121.0,Memphis Grizzlies,132.0,Box Score,,15975.0,2:07,FedEx Forum,,2022,,False,True,True,132.0,121.0,121.0,132.0,132.0,121.0,121.0,132.0,11.0,-11.0,1,11,2.0,358.0,1,-1
2021-10-20 05:00:00,8:00p,Houston Rockets,106.0,Minnesota Timberwolves,124.0,Box Score,,16079.0,2:12,Target Center,,2022,,False,True,True,124.0,106.0,106.0,124.0,124.0,106.0,106.0,124.0,18.0,-18.0,1,18,1.0,2.0,1,-1
2021-10-20 05:00:00,8:00p,Philadelphia 76ers,117.0,New Orleans Pelicans,97.0,Box Score,,12845.0,2:04,Smoothie King Center,,2022,,False,True,True,97.0,117.0,117.0,97.0,97.0,117.0,117.0,97.0,-20.0,20.0,0,-20,2.0,5.0,-1,1
2021-10-20 05:00:00,8:30p,Orlando Magic,97.0,San Antonio Spurs,123.0,Box Score,,16697.0,2:13,AT&T Center,,2022,,False,True,True,123.0,97.0,97.0,123.0,123.0,97.0,97.0,123.0,26.0,-26.0,1,26,360.0,9.0,1,-1
2021-10-20 05:00:00,9:00p,Oklahoma City Thunder,86.0,Utah Jazz,107.0,Box Score,,18306.0,2:04,Vivint Smart Home Arena,,2022,,False,True,True,107.0,86.0,86.0,107.0,107.0,86.0,86.0,107.0,21.0,-21.0,1,21,3.0,1.0,1,-1
2021-10-20 05:00:00,10:00p,Sacramento Kings,124.0,Portland Trail Blazers,121.0,Box Score,,17467.0,2:18,Moda Center,,2022,,False,True,True,121.0,124.0,124.0,121.0,121.0,124.0,124.0,121.0,-3.0,3.0,0,-3,1.0,2.0,-1,1
2021-10-20 05:00:00,10:00p,Denver Nuggets,110.0,Phoenix Suns,98.0,Box Score,,16074.0,2:09,Phoenix Suns Arena,,2022,,False,True,True,98.0,110.0,110.0,98.0,98.0,110.0,110.0,98.0,-12.0,12.0,0,-12,360.0,4.0,-1,1
2021-10-21 05:00:00,7:30p,Dallas Mavericks,87.0,Atlanta Hawks,113.0,Box Score,,17162.0,2:08,State Farm Arena,,2022,,False,True,True,113.0,87.0,87.0,113.0,113.0,87.0,87.0,113.0,26.0,-26.0,1,26,3.0,2.0,1,-1
2021-10-21 05:00:00,8:00p,Milwaukee Bucks,95.0,Miami Heat,137.0,Box Score,,19600.0,2:21,FTX Arena,,2022,,False,True,True,137.0,95.0,95.0,137.0,137.0,95.0,95.0,137.0,42.0,-42.0,1,42,5.0,5.0,1,-1
2021-10-21 05:00:00,10:00p,Los Angeles Clippers,113.0,Golden State Warriors,115.0,Box Score,,18064.0,2:28,Chase Center,,2022,,False,True,True,115.0,113.0,113.0,115.0,115.0,113.0,113.0,115.0,2.0,-2.0,1,2,8.0,2.0,2,-1
2021-10-22 05:00:00,7:00p,New York Knicks,121.0,Orlando Magic,96.0,Box Score,,18846.0,2:06,Amway Center,,2022,,False,True,True,96.0,121.0,121.0,96.0,96.0,121.0,121.0,96.0,-25.0,25.0,0,-25,2.0,1.0,-2,2
2021-10-22 05:00:00,7:00p,Indiana Pacers,134.0,Washington Wizards,135.0,Box Score,OT,15407.0,2:32,Capital One Arena,,2022,,False,True,True,135.0,134.0,134.0,135.0,135.0,134.0,128.0,129.0,1.0,-1.0,1,1,1.0,2.0,2,-2
2021-10-22 05:00:00,7:00p,Charlotte Hornets,123.0,Cleveland Cavaliers,112.0,Box Score,,17116.0,2:05,Rocket Mortgage Fieldhouse,,2022,,False,True,True,112.0,123.0,123.0,112.0,112.0,123.0,123.0,112.0,-11.0,11.0,0,-11,5.0,5.0,-2,2
2021-10-22 05:00:00,7:30p,Toronto Raptors,115.0,Boston Celtics,83.0,Box Score,,19156.0,2:05,TD Garden,,2022,,False,True,True,83.0,115.0,115.0,83.0,83.0,115.0,115.0,83.0,-32.0,32.0,0,-32,2.0,11.0,-2,1
2021-10-22 05:00:00,7:30p,Brooklyn Nets,114.0,Philadelphia 76ers,109.0,Box Score,,20367.0,2:21,Wells Fargo Center,,2022,,False,True,True,109.0,114.0,114.0,109.0,109.0,114.0,109.0,118.0,-5.0,-9.0,0,-5,2.0,6.0,-1,1
2021-10-22 05:00:00,8:00p,Oklahoma City Thunder,91.0,Houston Rockets,124.0,Box Score,,15674.0,2:02,Toyota Center,,2022,,False,True,True,124.0,91.0,91.0,124.0,124.0,91.0,88.5,115.5,33.0,-27.0,1,33,1.0,4.0,1,-2
2021-10-22 05:00:00,8:00p,New Orleans Pelicans,112.0,Chicago Bulls,128.0,Box Score,,20995.0,2:04,United Center,,2022,,False,True,True,128.0,112.0,112.0,128.0,128.0,112.0,112.0,128.0,16.0,-16.0,1,16,7.0,3.0,2,-2
2021-10-22 05:00:00,9:00p,San Antonio Spurs,96.0,Denver Nuggets,102.0,Box Score,,19520.0,2:07,Ball Arena,,2022,,False,True,True,102.0,96.0,96.0,102.0,102.0,96.0,96.0,102.0,6.0,-6.0,1,6,4.0,3.0,2,-1
2021-10-22 05:00:00,10:00p,Phoenix Suns,115.0,Los Angeles Lakers,105.0,Box Score,,18997.0,2:25,Crypto.com Arena,,2022,,False,True,True,105.0,115.0,115.0,105.0,109.5,118.0,115.0,105.0,-8.5,10.0,0,-10,6.0,3.0,-2,1
2021-10-22 05:00:00,10:00p,Utah Jazz,110.0,Sacramento Kings,101.0,Box Score,,17583.0,2:18,Golden 1 Center,,2022,,False,True,True,101.0,110.0,110.0,101.0,101.0,110.0,110.0,101.0,-9.0,9.0,0,-9,4.0,1.0,-1,2
2021-10-23 05:00:00,6:00p,Atlanta Hawks,95.0,Cleveland Cavaliers,101.0,Box Score,,16846.0,2:14,Rocket Mortgage Fieldhouse,,2022,,False,True,True,101.0,95.0,95.0,101.0,106.5,109.0,95.0,101.0,-2.5,-6.0,1,6,2.0,5.0,1,-1
2021-10-23 05:00:00,7:00p,Miami Heat,91.0,Indiana Pacers,102.0,Box Score,OT,17147.0,2:32,Gainbridge Fieldhouse,,2022,,False,True,True,102.0,91.0,91.0,102.0,102.0,91.0,91.0,102.0,11.0,-11.0,1,11,1.0,,1,-1
2021-10-23 05:00:00,7:30p,Dallas Mavericks,103.0,Toronto Raptors,95.0,Box Score,,19800.0,2:13,Scotiabank Arena,,2022,,False,True,True,95.0,103.0,103.0,95.0,89.0,100.5,95.0,104.0,-11.5,-9.0,0,-8,6.0,2.0,-1,1
2021-10-23 05:00:00,8:00p,Detroit Pistons,82.0,Chicago Bulls,97.0,Box Score,,18888.0,2:11,United Center,,2022,,False,True,True,97.0,82.0,82.0,97.0,112.5,97.0,82.0,97.0,15.5,-15.0,1,15,4.0,2.0,3,-2
2021-10-23 05:00:00,8:00p,New Orleans Pelicans,89.0,Minnesota Timberwolves,96.0,Box Score,,15343.0,2:20,Target Center,,2022,,False,True,True,96.0,89.0,89.0,96.0,110.0,97.5,100.5,112.0,12.5,-11.5,1,7,2.0,1.0,2,-3
2021-10-23 05:00:00,8:30p,Milwaukee Bucks,121.0,San Antonio Spurs,111.0,Box Score,,14353.0,2:09,AT&T Center,,2022,,False,True,True,111.0,121.0,121.0,111.0,117.0,109.0,108.0,124.0,8.0,-16.0,0,-10,7.0,2.0,-2,1
2021-10-23 05:00:00,10:00p,Phoenix Suns,105.0,Portland Trail Blazers,134.0,Box Score,,18558.0,1:59,Moda Center,,2022,,False,True,True,134.0,105.0,105.0,134.0,127.5,114.5,110.0,119.5,13.0,-9.5,1,29,5.0,2.0,1,-1
2021-10-23 05:00:00,10:30p,Memphis Grizzlies,120.0,Los Angeles Clippers,114.0,Box Score,,16748.0,2:13,Crypto.com Arena,,2022,,False,True,True,114.0,120.0,120.0,114.0,114.0,120.0,120.0,114.0,-6.0,6.0,0,-6,7.0,8.0,-2,2
2021-10-24 05:00:00,4:00p,Charlotte Hornets,111.0,Brooklyn Nets,95.0,Box Score,,17732.0,2:02,Barclays Center,,2022,,False,True,True,95.0,111.0,111.0,95.0,95.0,111.0,117.0,103.5,-16.0,13.5,0,-16,2.0,2.0,-1,3
2021-10-24 05:00:00,7:00p,Boston Celtics,107.0,Houston Rockets,97.0,Box Score,,16069.0,2:14,Toyota Center,,2022,,False,True,True,97.0,107.0,107.0,97.0,110.5,99.0,120.5,117.5,11.5,3.0,0,-10,4.0,364.0,-1,1
2021-10-24 05:00:00,7:00p,Orlando Magic,110.0,New York Knicks,104.0,Box Score,,16273.0,2:23,Madison Square Garden (IV),,2022,,False,True,True,104.0,110.0,110.0,104.0,121.0,122.0,103.5,113.5,-1.0,-10.0,0,-6,,4.0,-1,1
2021-10-24 05:00:00,7:00p,Philadelphia 76ers,115.0,Oklahoma City Thunder,103.0,Box Score,,14256.0,2:06,Paycom Center,,2022,,False,True,True,103.0,115.0,115.0,103.0,103.0,115.0,116.0,100.0,-12.0,16.0,0,-12,3.0,1.0,-3,1
2021-10-24 05:00:00,9:00p,Golden State Warriors,119.0,Sacramento Kings,107.0,Box Score,,13876.0,2:17,Golden 1 Center,,2022,,False,True,True,107.0,119.0,119.0,107.0,104.0,114.5,120.0,110.5,-10.5,9.5,0,-12,2.0,362.0,-2,3
2021-10-24 05:00:00,9:30p,Memphis Grizzlies,118.0,Los Angeles Lakers,121.0,Box Score,,18997.0,2:24,Crypto.com Arena,,2022,,False,True,True,121.0,118.0,118.0,121.0,113.33333333333333,118.0,119.0,117.5,-4.666666666666671,1.5,1,3,5.0,2.0,1,-1
2021-10-25 05:00:00,7:00p,Boston Celtics,140.0,Charlotte Hornets,129.0,Box Score,OT,17238.0,2:29,Spectrum Center,,2022,,False,True,True,129.0,140.0,140.0,129.0,126.0,131.0,127.0,121.33333333333333,-5.0,5.666666666666671,0,-11,1.0,8.0,-1,2
2021-10-25 05:00:00,7:00p,Milwaukee Bucks,119.0,Indiana Pacers,109.0,Box Score,,10339.0,2:23,Gainbridge Fieldhouse,,2022,,False,True,True,109.0,119.0,119.0,109.0,105.5,105.0,111.66666666666667,119.0,0.5,-7.333333333333329,0,-10,3.0,2.0,-1,2
2021-10-25 05:00:00,7:30p,Chicago Bulls,111.0,Toronto Raptors,108.0,Box Score,,19800.0,2:16,Scotiabank Arena,,2022,,False,True,True,108.0,111.0,111.0,108.0,95.33333333333333,104.0,102.5,98.0,-8.666666666666671,4.5,0,-3,357.0,2.0,-2,4
2021-10-25 05:00:00,7:30p,Orlando Magic,90.0,Miami Heat,107.0,Box Score,,19600.0,2:12,FTX Arena,,2022,,False,True,True,107.0,90.0,90.0,107.0,122.0,92.5,99.0,111.33333333333333,29.5,-12.333333333333329,1,17,4.0,2.0,1,-1
2021-10-25 05:00:00,7:30p,Washington Wizards,90.0,Brooklyn Nets,104.0,Box Score,,14487.0,2:06,Barclays Center,,2022,,False,True,True,104.0,90.0,90.0,104.0,99.5,100.5,94.0,93.5,-1.0,0.5,1,14,361.0,2.0,1,-1
2021-10-25 05:00:00,7:30p,Detroit Pistons,104.0,Atlanta Hawks,122.0,Box Score,,14209.0,2:04,State Farm Arena,,2022,,False,True,True,122.0,104.0,104.0,122.0,117.5,95.5,93.0,109.5,22.0,-16.5,1,18,7.0,8.0,1,-3
2021-10-25 05:00:00,8:00p,New Orleans Pelicans,107.0,Minnesota Timberwolves,98.0,Box Score,,14435.0,2:14,Target Center,,2022,,False,True,True,98.0,107.0,107.0,98.0,106.0,100.66666666666667,102.66666666666667,107.33333333333333,5.333333333333329,-4.666666666666657,0,-9,3.0,2.0,-1,1
2021-10-25 05:00:00,9:00p,Cleveland Cavaliers,99.0,Denver Nuggets,87.0,Box Score,,14221.0,2:06,Ball Arena,,2022,,False,True,True,87.0,99.0,99.0,87.0,94.5,97.5,110.0,109.5,-3.0,0.5,0,-12,354.0,358.0,-1,2
2021-10-25 05:00:00,10:30p,Portland Trail Blazers,86.0,Los Angeles Clippers,116.0,Box Score,,15672.0,2:10,Crypto.com Arena,,2022,,False,True,True,116.0,86.0,86.0,116.0,115.0,103.0,86.0,116.0,12.0,-30.0,1,30,2.0,1.0,1,-1
2021-10-26 05:00:00,7:30p,Philadelphia 76ers,99.0,New York Knicks,112.0,Box Score,,15218.0,2:16,Madison Square Garden (IV),,2022,,False,True,True,112.0,99.0,99.0,112.0,118.0,114.33333333333333,110.33333333333333,104.0,3.6666666666666714,6.333333333333329,1,13,13.0,4.0,1,-1
2021-10-26 05:00:00,8:00p,Golden State Warriors,106.0,Oklahoma City Thunder,98.0,Box Score,,0.0,2:11,Paycom Center,,2022,,False,True,True,98.0,106.0,106.0,98.0,100.5,110.5,115.33333333333333,106.33333333333333,-10.0,9.0,0,-8,2.0,1.0,-4,4
2021-10-26 05:00:00,8:30p,Los Angeles Lakers,125.0,San Antonio Spurs,121.0,Box Score,OT,18354.0,2:26,AT&T Center,,2022,,False,True,True,121.0,125.0,125.0,121.0,118.33333333333333,114.33333333333333,125.0,121.0,4.0,4.0,0,-4,3.0,7.0,-3,2
2021-10-26 05:00:00,8:30p,Houston Rockets,106.0,Dallas Mavericks,116.0,Box Score,,19337.0,2:11,American Airlines Center,,2022,,False,True,True,116.0,106.0,106.0,116.0,116.0,106.0,106.0,120.0,10.0,-14.0,1,10,6.0,3.0,2,-2
2021-10-26 05:00:00,10:00p,Denver Nuggets,110.0,Utah Jazz,122.0,Box Score,,18306.0,2:28,Vivint Smart Home Arena,,2022,,False,True,True,122.0,110.0,110.0,122.0,114.5,98.0,110.0,110.0,16.5,0.0,1,12,2.0,8.0,3,-2
2021-10-27 05:00:00,7:00p,Charlotte Hornets,120.0,Orlando Magic,111.0,Box Score,,14082.0,2:11,Amway Center,,2022,,False,True,True,111.0,120.0,120.0,111.0,103.5,120.5,118.0,106.0,-17.0,12.0,0,-9,10.0,2.0,-2,1
2021-10-27 05:00:00,7:30p,Washington Wizards,116.0,Boston Celtics,107.0,Box Score,,19156.0,2:18,TD Garden,,2022,,False,True,True,107.0,116.0,116.0,107.0,95.0,115.5,101.33333333333333,98.0,-20.5,3.3333333333333286,0,-9,1.0,,-1,1
2021-10-27 05:00:00,7:30p,Atlanta Hawks,102.0,New Orleans Pelicans,99.0,Box Score,,15541.0,2:16,Smoothie King Center,,2022,,False,True,True,99.0,102.0,102.0,99.0,98.0,109.5,98.5,100.0,-11.5,-1.5,0,-3,2.0,7.0,-1,2
2021-10-27 05:00:00,7:30p,Indiana Pacers,100.0,Toronto Raptors,118.0,Box Score,,19800.0,2:14,Scotiabank Arena,,2022,,False,True,True,118.0,100.0,100.0,118.0,101.0,103.0,118.66666666666667,125.33333333333333,-2.0,-6.666666666666657,1,18,3.0,2.0,1,-2
2021-10-27 05:00:00,7:30p,Miami Heat,106.0,Brooklyn Nets,93.0,Box Score,,17732.0,2:13,Barclays Center,,2022,,False,True,True,93.0,106.0,106.0,93.0,97.33333333333333,102.33333333333333,98.5,97.5,-5.0,1.0,0,-13,5.0,3.0,-1,2
2021-10-27 05:00:00,10:00p,Sacramento Kings,110.0,Phoenix Suns,107.0,Box Score,,14678.0,2:09,Phoenix Suns Arena,,2022,,False,True,True,107.0,110.0,110.0,107.0,102.5,110.0,117.0,114.0,-7.5,3.0,0,-3,9.0,6.0,-2,1
2021-10-27 05:00:00,8:00p,Los Angeles Lakers,115.0,Oklahoma City Thunder,123.0,Box Score,,15783.0,2:25,Paycom Center,,2022,,False,True,True,123.0,115.0,115.0,123.0,108.0,112.0,120.0,122.0,-4.0,-2.0,1,8,7.0,13.0,1,-1
2021-10-27 05:00:00,8:00p,Minnesota Timberwolves,113.0,Milwaukee Bucks,108.0,Box Score,,17341.0,2:14,Fiserv Forum,,2022,,False,True,True,108.0,113.0,113.0,108.0,117.5,108.5,113.0,108.0,9.0,5.0,0,-5,8.0,1.0,-1,1
2021-10-27 05:00:00,10:00p,Memphis Grizzlies,96.0,Portland Trail Blazers,116.0,Box Score,,16241.0,2:19,Moda Center,,2022,,False,True,True,116.0,96.0,96.0,116.0,123.66666666666667,108.33333333333333,111.33333333333333,117.0,15.333333333333343,-5.666666666666671,1,20,6.0,2.0,1,-2
2021-10-27 05:00:00,10:30p,Cleveland Cavaliers,92.0,Los Angeles Clippers,79.0,Box Score,,13276.0,2:05,Crypto.com Arena,,2022,,False,True,True,79.0,92.0,92.0,79.0,103.0,99.33333333333333,104.0,99.33333333333333,3.6666666666666714,4.666666666666671,0,-13,2.0,8.0,-1,3
2021-10-28 05:00:00,7:00p,Atlanta Hawks,111.0,Washington Wizards,122.0,Box Score,,13653.0,2:16,Capital One Arena,,2022,,False,True,True,122.0,111.0,111.0,122.0,128.5,122.5,102.66666666666667,107.33333333333333,6.0,-4.666666666666657,1,11,2.0,5.0,2,-1
2021-10-28 05:00:00,7:00p,Detroit Pistons,102.0,Philadelphia 76ers,110.0,Box Score,,20017.0,2:22,Wells Fargo Center,,2022,,False,True,True,110.0,102.0,102.0,110.0,109.5,108.0,96.0,109.66666666666667,1.5,-13.666666666666671,1,8,2.0,2.0,1,-4
2021-10-28 05:00:00,8:00p,Utah Jazz,122.0,Houston Rockets,91.0,Box Score,,15858.0,2:14,Toyota Center,,2022,,False,True,True,91.0,122.0,122.0,91.0,104.0,106.66666666666667,116.0,96.0,-2.6666666666666714,20.0,0,-31,4.0,360.0,-3,4
2021-10-28 05:00:00,8:00p,New York Knicks,104.0,Chicago Bulls,103.0,Box Score,,20972.0,2:20,United Center,,2022,,False,True,True,103.0,104.0,104.0,103.0,109.33333333333333,99.33333333333333,112.5,99.5,10.0,13.0,0,-1,2.0,2.0,-1,2
2021-10-28 05:00:00,8:30p,San Antonio Spurs,99.0,Dallas Mavericks,104.0,Box Score,,19228.0,2:07,American Airlines Center,,2022,,False,True,True,104.0,99.0,99.0,104.0,110.0,102.5,97.5,103.0,7.5,-5.5,1,5,,2.0,3,-4
2021-10-28 05:00:00,10:00p,Memphis Grizzlies,104.0,Golden State Warriors,101.0,Box Score,OT,18064.0,2:23,Chase Center,,2022,,False,True,True,101.0,104.0,104.0,101.0,108.0,108.5,109.5,113.0,-0.5,-3.5,0,-3,5.0,1.0,-1,1
2021-10-29 05:00:00,8:00p,Sacramento Kings,113.0,New Orleans Pelicans,109.0,Box Score,,17507.0,2:16,Smoothie King Center,,2022,,False,True,True,109.0,113.0,113.0,109.0,101.66666666666667,110.66666666666667,115.66666666666667,112.33333333333333,-9.0,3.333333333333343,0,-4,3.0,3.0,-2,2
2021-10-29 05:00:00,7:30p,Charlotte Hornets,99.0,Miami Heat,114.0,Box Score,,19600.0,2:18,FTX Arena,,2022,,False,True,True,114.0,99.0,99.0,114.0,119.33333333333333,94.66666666666667,113.25,108.0,24.666666666666657,5.25,1,15,2.0,4.0,3,-1
2021-10-29 05:00:00,7:30p,Indiana Pacers,98.0,Brooklyn Nets,105.0,Box Score,,16139.0,2:25,Barclays Center,,2022,,False,True,True,105.0,98.0,98.0,105.0,99.25,101.25,113.5,120.25,-2.0,-6.75,1,7,359.0,3.0,1,-3
2021-10-29 05:00:00,10:30p,Cleveland Cavaliers,101.0,Los Angeles Lakers,113.0,Box Score,,18997.0,2:09,Crypto.com Arena,,2022,,False,True,True,113.0,101.0,101.0,113.0,113.25,113.75,103.25,102.75,-0.5,0.5,1,12,6.0,2.0,1,-1
2021-10-29 05:00:00,10:00p,Dallas Mavericks,75.0,Denver Nuggets,106.0,Box Score,,18315.0,2:17,Ball Arena,,2022,,False,True,True,106.0,75.0,75.0,106.0,98.33333333333333,90.0,88.33333333333333,104.66666666666667,8.333333333333329,-16.333333333333343,1,31,8.0,360.0,1,-1
2021-10-29 05:00:00,10:00p,Los Angeles Clippers,92.0,Portland Trail Blazers,111.0,Box Score,,16510.0,2:07,Moda Center,,2022,,False,True,True,111.0,92.0,92.0,111.0,120.5,104.25,102.5,113.0,16.25,-10.5,1,19,355.0,362.0,2,-2
2021-10-29 05:00:00,7:00p,Orlando Magic,109.0,Toronto Raptors,110.0,Box Score,,19800.0,2:16,Scotiabank Arena,,2022,,False,True,True,110.0,109.0,109.0,110.0,102.8,104.2,101.5,111.0,-1.4000000000000057,-9.5,1,1,2.0,2.0,2,-3
2021-10-30 05:00:00,8:00p,Utah Jazz,99.0,Chicago Bulls,107.0,Box Score,,20668.0,2:17,United Center,,2022,,False,True,True,107.0,99.0,99.0,107.0,108.75,99.25,110.33333333333333,99.66666666666667,9.5,10.666666666666657,1,8,8.0,2.0,1,-1
2021-10-30 05:00:00,7:00p,New York Knicks,123.0,New Orleans Pelicans,117.0,Box Score,,16508.0,2:16,Smoothie King Center,,2022,,False,True,True,117.0,123.0,123.0,117.0,105.5,113.75,116.0,105.33333333333333,-8.25,10.666666666666671,0,-6,2.0,6.0,-3,3
2021-10-30 05:00:00,7:30p,Toronto Raptors,97.0,Indiana Pacers,94.0,Box Score,,10578.0,2:07,Gainbridge Fieldhouse,,2022,,False,True,True,94.0,97.0,97.0,94.0,101.66666666666667,102.33333333333333,106.0,88.5,-0.6666666666666572,17.5,0,-3,4.0,2.0,-4,3
2021-10-30 05:00:00,5:00p,Boston Celtics,112.0,Washington Wizards,115.0,Box Score,2OT,15813.0,2:58,Capital One Arena,,2022,,False,True,True,115.0,112.0,112.0,115.0,124.0,119.0,123.25,119.75,5.0,3.5,1,3,5.0,1.0,3,-2
2021-10-30 05:00:00,7:00p,Orlando Magic,103.0,Detroit Pistons,110.0,Box Score,,11423.0,2:12,Little Caesars Arena,,2022,,False,True,True,110.0,103.0,103.0,110.0,99.0,98.5,101.8,110.8,0.5,-9.0,1,7,2.0,9.0,1,-4
2021-10-30 05:00:00,10:00p,Cleveland Cavaliers,92.0,Phoenix Suns,101.0,Box Score,,14516.0,2:06,Phoenix Suns Arena,,2022,,False,True,True,101.0,92.0,92.0,101.0,102.0,104.0,101.0,102.4,-2.0,-1.4000000000000057,1,9,2.0,7.0,1,-2
2021-10-30 05:00:00,9:00p,Denver Nuggets,93.0,Minnesota Timberwolves,91.0,Box Score,,17136.0,2:02,Target Center,,2022,,False,True,True,91.0,93.0,93.0,91.0,102.25,98.75,104.33333333333333,103.66666666666667,3.5,0.6666666666666572,0,-2,1.0,2.0,-1,2
2021-10-30 05:00:00,8:00p,Miami Heat,129.0,Memphis Grizzlies,103.0,Box Score,,15989.0,2:10,FedEx Forum,,2022,,False,True,True,103.0,129.0,129.0,103.0,117.5,125.0,108.66666666666667,99.33333333333333,-7.5,9.333333333333343,0,-26,2.0,5.0,-1,4
2021-10-30 05:00:00,8:00p,San Antonio Spurs,102.0,Milwaukee Bucks,93.0,Box Score,,17341.0,2:11,Fiserv Forum,,2022,,False,True,True,93.0,102.0,102.0,93.0,109.33333333333333,106.33333333333333,99.0,99.66666666666667,3.0,-0.6666666666666714,0,-9,4.0,5.0,-2,1
2021-10-30 05:00:00,7:30p,Atlanta Hawks,94.0,Philadelphia 76ers,122.0,Box Score,,20031.0,2:10,Wells Fargo Center,,2022,,False,True,True,122.0,94.0,94.0,122.0,113.66666666666667,103.33333333333333,100.5,111.0,10.333333333333343,-10.5,1,28,361.0,4.0,2,-2
2021-10-30 05:00:00,8:30p,Oklahoma City Thunder,82.0,Golden State Warriors,103.0,Box Score,,18064.0,2:02,Chase Center,,2022,,False,True,True,103.0,82.0,82.0,103.0,106.33333333333333,99.66666666666667,86.33333333333333,111.33333333333333,6.666666666666657,-25.0,1,21,4.0,2.0,1,-1
2021-10-31 05:00:00,10:30p,Houston Rockets,85.0,Los Angeles Lakers,95.0,Box Score,,16448.0,2:13,Crypto.com Arena,,2022,,False,True,True,95.0,85.0,85.0,95.0,109.6,108.0,99.0,111.66666666666667,1.5999999999999943,-12.666666666666671,1,10,7.0,4.0,2,-4
2021-10-31 05:00:00,7:00p,Utah Jazz,107.0,Milwaukee Bucks,95.0,Box Score,,17341.0,2:10,Fiserv Forum,,2022,,False,True,True,95.0,107.0,107.0,95.0,105.75,106.5,109.5,98.5,-0.75,11.0,0,-12,4.0,4.0,-3,1
2021-10-31 05:00:00,7:30p,Detroit Pistons,91.0,Brooklyn Nets,117.0,Box Score,,13507.0,2:05,Barclays Center,,2022,,False,True,True,117.0,91.0,91.0,117.0,102.8,99.2,94.75,111.5,3.5999999999999943,-16.75,1,26,9.0,2.0,2,-1
2021-10-31 05:00:00,3:30p,Sacramento Kings,99.0,Dallas Mavericks,105.0,Box Score,,19231.0,2:07,American Airlines Center,,2022,,False,True,True,105.0,99.0,99.0,105.0,108.33333333333333,101.33333333333333,111.5,110.5,7.0,1.0,1,6,1.0,3.0,1,-1
2021-10-31 05:00:00,7:00p,Portland Trail Blazers,113.0,Charlotte Hornets,125.0,Box Score,,14960.0,2:03,Spectrum Center,,2022,,False,True,True,125.0,113.0,113.0,125.0,125.66666666666667,125.0,99.5,120.5,0.6666666666666714,-21.0,1,12,3.0,1.0,1,-1
2022-10-18 05:00:00,7:30p,Philadelphia 76ers,117.0,Boston Celtics,126.0,Box Score,,19156.0,2:31,TD Garden,,2023,,False,True,True,126.0,117.0,117.0,126.0,105.33333333333333,116.0,112.0,109.5,-10.666666666666671,2.5,1,9,5.0,4.0,1,-1
2022-10-18 05:00:00,10:00p,Los Angeles Lakers,109.0,Golden State Warriors,123.0,Box Score,,18064.0,2:33,Chase Center,,2023,,False,True,True,123.0,109.0,109.0,123.0,110.5,102.0,116.33333333333333,122.33333333333333,8.5,-6.0,1,14,2.0,6.0,2,-1
2022-10-19 05:00:00,7:30p,New York Knicks,112.0,Memphis Grizzlies,115.0,Box Score,OT,18202.0,2:36,FedEx Forum,,2023,,False,True,True,115.0,112.0,112.0,115.0,116.66666666666667,120.66666666666667,115.0,107.75,-4.0,7.25,1,3,7.0,365.0,1,-1
