Date,Start_Time,Away_Team,Away_Points,Home_Team,Home_Points,Unnamed: 6,Unnamed: 7,Attend.,LOG,Arena,Notes,Season,Month,Is_Future,Is_Scheduled,Is_Played,Home_Points_Scored,Home_Points_Allowed,Away_Points_Scored,Away_Points_Allowed,Home_Points_Scored_Roll5,Home_Points_Allowed_Roll5,Away_Points_Scored_Roll5,Away_Points_Allowed_Roll5,Home_Point_Diff_Roll5,Away_Point_Diff_Roll5,Home_Win,Point_Diff,Home_Rest_Days,Away_Rest_Days,Home_Streak,Away_Streak
2023-10-30 06:00:00,7:30p,Portland Trail Blazers,99.0,Toronto Raptors,91.0,Box Score,,19266.0,2:03,Scotiabank Arena,,2024,,False,True,True,91.0,99.0,99.0,91.0,104.8,105.6,105.8,110.4,-0.7999999999999972,-4.6000000000000085,0,-8,2.0,3.0,-3,1
2023-10-30 06:00:00,7:30p,Minnesota Timberwolves,113.0,Atlanta Hawks,127.0,Box Score,,15504.0,2:05,State Farm Arena,,2024,,False,True,True,127.0,113.0,113.0,127.0,116.2,114.0,106.8,109.0,2.200000000000003,-2.200000000000003,1,14,7.0,6.0,2,-1
2023-10-30 06:00:00,8:00p,Dallas Mavericks,125.0,Memphis Grizzlies,110.0,Box Score,,15031.0,2:14,FedEx Forum,,2024,,False,True,True,110.0,125.0,125.0,110.0,113.4,116.0,119.2,114.8,-2.5999999999999943,4.400000000000006,0,-15,9.0,8.0,-6,4
2023-10-30 06:00:00,8:00p,Miami Heat,114.0,Milwaukee Bucks,122.0,Box Score,,17341.0,2:24,Fiserv Forum,,2024,,False,True,True,122.0,114.0,114.0,122.0,116.6,116.2,107.6,117.8,0.3999999999999915,-10.200000000000003,1,8,1.0,1.0,1,-3
2023-10-30 06:00:00,8:00p,Golden State Warriors,130.0,New Orleans Pelicans,102.0,Box Score,,17286.0,2:08,Smoothie King Center,,2024,,False,True,True,102.0,130.0,130.0,102.0,109.8,114.6,117.0,111.8,-4.799999999999997,5.200000000000003,0,-28,2.0,3.0,-1,3
2023-10-30 06:00:00,8:00p,Detroit Pistons,112.0,Oklahoma City Thunder,124.0,Box Score,,16127.0,2:18,Paycom Center,,2024,,False,True,True,124.0,112.0,112.0,124.0,110.2,112.0,106.4,111.2,-1.7999999999999972,-4.799999999999997,1,12,3.0,12.0,1,-1
2023-10-30 06:00:00,9:00p,Utah Jazz,102.0,Denver Nuggets,110.0,Box Score,,19671.0,2:11,Ball Arena,,2024,,False,True,True,110.0,102.0,102.0,110.0,115.6,105.2,107.4,117.6,10.399999999999991,-10.199999999999989,1,8,11.0,2.0,4,-2
2023-10-30 06:00:00,10:30p,Orlando Magic,103.0,Los Angeles Lakers,106.0,Box Score,,18997.0,2:18,Crypto.com Arena,,2024,,False,True,True,106.0,103.0,103.0,106.0,105.6,103.4,100.8,107.0,2.1999999999999886,-6.200000000000003,1,3,6.0,6.0,1,-1
2023-10-31 06:00:00,7:30p,New York Knicks,109.0,Cleveland Cavaliers,91.0,Box Score,,19432.0,2:14,Rocket Mortgage Fieldhouse,,2024,,False,True,True,91.0,109.0,109.0,91.0,106.6,108.4,107.6,109.4,-1.8000000000000114,-1.8000000000000114,0,-18,4.0,7.0,-3,1
2023-10-31 06:00:00,10:00p,San Antonio Spurs,115.0,Phoenix Suns,114.0,Box Score,,17071.0,2:28,Footprint Center,,2024,,False,True,True,114.0,115.0,115.0,114.0,124.4,108.8,109.8,116.4,15.600000000000009,-6.6000000000000085,0,-1,8.0,2.0,-1,1
2023-10-31 06:00:00,10:30p,Orlando Magic,102.0,Los Angeles Clippers,118.0,Box Score,,14014.0,2:17,Crypto.com Arena,,2024,,False,True,True,118.0,102.0,102.0,118.0,110.0,100.2,100.8,107.6,9.799999999999997,-6.799999999999997,1,16,2.0,1.0,2,-2
2024-10-22 00:00:00,7:30p,New York Knicks,109.0,Boston Celtics,132.0,Box Score,,19156.0,2:04,TD Garden,,2025,october,False,True,True,132.0,109.0,109.0,132.0,122.4,112.6,107.8,112.0,9.800000000000011,-4.200000000000003,1,23,4.0,,5,-1
2024-10-22 00:00:00,10:00p,Minnesota Timberwolves,103.0,Los Angeles Lakers,110.0,Box Score,,18997.0,2:26,Crypto.com Arena,,2025,october,False,True,True,110.0,103.0,103.0,110.0,108.2,103.4,104.8,109.4,4.799999999999997,-4.6000000000000085,1,7,5.0,4.0,2,-2
2024-10-23 00:00:00,7:00p,Indiana Pacers,115.0,Detroit Pistons,109.0,Box Score,,20062.0,2:23,Little Caesars Arena,,2025,october,False,True,True,109.0,115.0,115.0,109.0,116.0,117.0,120.2,114.2,-1.0,6.0,0,-6,4.0,2.0,-2,1
2024-10-23 00:00:00,7:30p,Brooklyn Nets,116.0,Atlanta Hawks,120.0,Box Score,,17548.0,2:33,State Farm Arena,,2025,october,False,True,True,120.0,116.0,116.0,120.0,116.8,115.8,118.4,122.0,1.0,-3.5999999999999943,1,4,3.0,357.0,3,-1
2024-10-23 00:00:00,7:30p,Orlando Magic,116.0,Miami Heat,97.0,Box Score,,19630.0,2:31,Kaseya Center,,2025,october,False,True,True,97.0,116.0,116.0,97.0,101.2,107.2,105.6,106.4,-6.0,-0.8000000000000114,0,-19,7.0,8.0,-4,1
2024-10-23 00:00:00,7:30p,Milwaukee Bucks,124.0,Philadelphia 76ers,109.0,Box Score,,19754.0,2:28,Wells Fargo Center,,2025,october,False,True,True,109.0,124.0,124.0,109.0,109.6,106.4,109.8,110.8,3.1999999999999886,-1.0,0,-15,,2.0,-1,2
2024-10-23 00:00:00,7:30p,Cleveland Cavaliers,136.0,Toronto Raptors,106.0,Box Score,,19800.0,2:18,Scotiabank Arena,,2025,october,False,True,True,106.0,136.0,136.0,106.0,108.0,110.4,123.0,109.2,-2.4000000000000057,13.799999999999997,0,-30,7.0,1.0,-4,1
2024-10-23 00:00:00,8:00p,Charlotte Hornets,110.0,Houston Rockets,105.0,Box Score,,18055.0,2:20,Toyota Center,,2025,october,False,True,True,105.0,110.0,110.0,105.0,105.4,115.0,117.8,112.6,-9.599999999999994,5.200000000000003,0,-5,2.0,2.0,-8,1
2024-10-23 00:00:00,8:00p,Chicago Bulls,111.0,New Orleans Pelicans,123.0,Box Score,,18581.0,2:11,Smoothie King Center,,2025,october,False,True,True,123.0,111.0,111.0,123.0,111.0,112.2,109.8,115.4,-1.2000000000000028,-5.6000000000000085,1,12,1.0,360.0,1,-1
2024-10-23 00:00:00,9:00p,Memphis Grizzlies,126.0,Utah Jazz,124.0,Box Score,,18175.0,2:33,Delta Center,,2025,october,False,True,True,124.0,126.0,126.0,124.0,120.6,120.4,117.0,118.4,0.19999999999998863,-1.4000000000000057,0,-2,358.0,2.0,-3,1
2024-10-23 00:00:00,10:00p,Phoenix Suns,116.0,Los Angeles Clippers,113.0,Box Score,OT,18300.0,2:45,Intuit Dome,,2025,october,False,True,True,113.0,116.0,116.0,113.0,114.4,101.0,108.4,105.0,13.400000000000006,3.4000000000000057,0,-3,2.0,362.0,-1,1
2024-10-23 00:00:00,10:00p,Golden State Warriors,140.0,Portland Trail Blazers,104.0,Box Score,,19480.0,2:17,Moda Center,,2025,october,False,True,True,104.0,140.0,140.0,104.0,111.8,116.4,122.4,108.6,-4.6000000000000085,13.800000000000011,0,-36,368.0,2.0,-1,4
2024-10-24 00:00:00,7:30p,San Antonio Spurs,109.0,Dallas Mavericks,120.0,Box Score,,20373.0,2:18,American Airlines Center,,2025,october,False,True,True,120.0,109.0,109.0,120.0,121.4,109.4,108.8,119.4,12.0,-10.600000000000009,1,11,2.0,7.0,5,-1
2024-10-24 00:00:00,7:00p,Boston Celtics,122.0,Washington Wizards,102.0,Box Score,,18610.0,2:11,Capital One Arena,,2025,october,False,True,True,102.0,122.0,122.0,102.0,110.0,119.8,116.8,110.6,-9.799999999999997,6.200000000000003,0,-20,9.0,2.0,-2,6
2024-10-24 00:00:00,10:00p,Oklahoma City Thunder,102.0,Denver Nuggets,87.0,Box Score,,19786.0,2:10,Ball Arena,,2025,october,False,True,True,87.0,102.0,102.0,87.0,108.6,102.2,113.6,105.8,6.3999999999999915,7.799999999999997,0,-15,2.0,8.0,-1,2
2024-10-24 00:00:00,10:00p,Minnesota Timberwolves,117.0,Sacramento Kings,115.0,Box Score,,18049.0,2:22,Golden 1 Center,,2025,october,False,True,True,115.0,117.0,117.0,115.0,118.0,120.8,105.0,111.2,-2.799999999999997,-6.200000000000003,0,-2,358.0,2.0,-1,1
2024-10-25 00:00:00,8:00p,Memphis Grizzlies,108.0,Houston Rockets,128.0,Box Score,,18055.0,2:31,Toyota Center,,2025,october,False,True,True,128.0,108.0,108.0,128.0,112.8,112.2,113.6,122.0,0.5999999999999943,-8.400000000000006,1,20,5.0,5.0,1,-1
2024-10-25 00:00:00,8:00p,Chicago Bulls,133.0,Milwaukee Bucks,122.0,Box Score,,17790.0,2:13,Fiserv Forum,,2025,october,False,True,True,122.0,133.0,133.0,122.0,116.4,119.8,116.4,119.4,-3.3999999999999915,-3.0,0,-11,1.0,3.0,-1,1
2024-10-25 00:00:00,7:00p,Brooklyn Nets,101.0,Orlando Magic,116.0,Box Score,,19087.0,2:31,Kia Center,,2025,october,False,True,True,116.0,101.0,101.0,116.0,115.2,105.2,113.8,118.4,10.0,-4.6000000000000085,1,15,2.0,2.0,2,-2
2024-10-25 00:00:00,7:00p,Philadelphia 76ers,107.0,Toronto Raptors,115.0,Box Score,,18345.0,2:47,Scotiabank Arena,,2025,october,False,True,True,115.0,107.0,107.0,115.0,103.2,110.0,114.0,112.0,-6.799999999999997,2.0,1,8,5.0,10.0,1,-2
2024-10-25 00:00:00,7:30p,Charlotte Hornets,120.0,Atlanta Hawks,125.0,Box Score,,14433.0,2:32,State Farm Arena,,2025,october,False,True,True,125.0,120.0,120.0,125.0,120.2,120.2,116.0,117.2,0.0,-1.2000000000000028,1,5,4.0,3.0,4,-1
2024-10-25 00:00:00,7:30p,Detroit Pistons,101.0,Cleveland Cavaliers,113.0,Box Score,,19432.0,2:10,Rocket Mortgage Fieldhouse,,2025,october,False,True,True,113.0,101.0,101.0,113.0,108.6,110.2,106.8,109.8,-1.6000000000000085,-3.0,1,12,1.0,5.0,2,-3
2024-10-25 00:00:00,7:30p,Indiana Pacers,98.0,New York Knicks,123.0,Box Score,,19812.0,2:21,Madison Square Garden (IV),,2025,october,False,True,True,123.0,98.0,98.0,123.0,121.2,109.0,114.4,115.4,12.200000000000003,-1.0,1,25,6.0,8.0,1,-1
2024-10-25 00:00:00,9:30p,Golden State Warriors,127.0,Utah Jazz,86.0,Box Score,,18175.0,2:07,Delta Center,,2025,october,False,True,True,86.0,127.0,127.0,86.0,113.0,121.2,125.0,100.2,-8.200000000000003,24.799999999999997,0,-41,8.0,4.0,-4,5
2024-10-25 00:00:00,10:00p,Phoenix Suns,116.0,Los Angeles Lakers,123.0,Box Score,,18997.0,2:17,Crypto.com Arena,,2025,october,False,True,True,123.0,116.0,116.0,123.0,112.0,105.4,109.4,107.0,6.599999999999994,2.4000000000000057,1,7,2.0,3.0,3,-1
2024-10-25 00:00:00,10:00p,New Orleans Pelicans,105.0,Portland Trail Blazers,103.0,Box Score,,16190.0,2:23,Moda Center,,2025,october,False,True,True,103.0,105.0,105.0,103.0,105.4,115.4,112.6,106.8,-10.0,5.799999999999997,0,-2,5.0,2.0,-2,2
2024-10-26 00:00:00,7:00p,Boston Celtics,124.0,Detroit Pistons,118.0,Box Score,,19311.0,2:18,Little Caesars Arena,,2025,october,False,True,True,118.0,124.0,124.0,118.0,117.0,118.2,116.4,110.2,-1.2000000000000028,6.200000000000003,0,-6,1.0,4.0,-4,7
2024-10-26 00:00:00,10:00p,Dallas Mavericks,102.0,Phoenix Suns,114.0,Box Score,,17071.0,2:22,Footprint Center,,2025,october,False,True,True,114.0,102.0,102.0,114.0,120.4,108.2,118.6,116.2,12.200000000000003,2.3999999999999915,1,12,1.0,8.0,1,-1
2024-10-26 00:00:00,8:00p,Toronto Raptors,101.0,Minnesota Timberwolves,112.0,Box Score,,18978.0,2:12,Target Center,,2025,october,False,True,True,112.0,101.0,101.0,112.0,113.8,106.0,103.2,105.4,7.799999999999997,-2.200000000000003,1,11,2.0,4.0,2,-1
2024-10-26 00:00:00,5:00p,Los Angeles Clippers,109.0,Denver Nuggets,104.0,Box Score,,19691.0,2:23,Ball Arena,,2025,october,False,True,True,104.0,109.0,109.0,104.0,107.4,104.2,108.4,111.8,3.200000000000003,-3.3999999999999915,0,-5,7.0,,-2,1
2024-10-26 00:00:00,8:00p,Orlando Magic,111.0,Memphis Grizzlies,124.0,Box Score,,17809.0,2:16,FedEx Forum,,2025,october,False,True,True,124.0,111.0,111.0,124.0,115.2,115.8,106.8,108.4,-0.5999999999999943,-1.6000000000000085,1,13,4.0,2.0,1,-1
2024-10-26 00:00:00,7:00p,Miami Heat,114.0,Charlotte Hornets,106.0,Box Score,,19102.0,2:23,Spectrum Center,,2025,october,False,True,True,106.0,114.0,114.0,106.0,110.0,116.6,108.4,114.4,-6.599999999999994,-6.0,0,-8,1.0,1.0,-2,1
2024-10-26 00:00:00,8:00p,Oklahoma City Thunder,114.0,Chicago Bulls,95.0,Box Score,,20923.0,2:09,United Center,,2025,october,False,True,True,95.0,114.0,114.0,95.0,107.2,112.8,113.0,100.4,-5.599999999999994,12.599999999999994,0,-19,3.0,6.0,-1,3
2024-10-26 00:00:00,10:30p,Sacramento Kings,127.0,Los Angeles Lakers,131.0,Box Score,,18997.0,2:18,Crypto.com Arena,,2025,october,False,True,True,131.0,127.0,127.0,131.0,114.0,108.8,119.2,117.6,5.200000000000003,1.6000000000000085,1,4,4.0,2.0,4,-2
2024-10-26 00:00:00,8:30p,Houston Rockets,106.0,San Antonio Spurs,109.0,Box Score,,18715.0,2:26,Frost Bank Center,,2025,october,False,True,True,109.0,106.0,106.0,109.0,118.0,115.2,103.2,114.0,2.799999999999997,-10.799999999999997,1,3,9.0,2.0,1,-1
2024-10-26 00:00:00,7:00p,Cleveland Cavaliers,135.0,Washington Wizards,116.0,Box Score,,15156.0,2:23,Capital One Arena,,2025,october,False,True,True,116.0,135.0,135.0,116.0,109.8,121.4,129.0,110.8,-11.600000000000009,18.200000000000003,0,-19,4.0,1.0,-3,3
2024-10-27 00:00:00,7:00p,Atlanta Hawks,104.0,Oklahoma City Thunder,128.0,Box Score,,18203.0,2:23,Paycom Center,,2025,october,False,True,True,128.0,104.0,104.0,128.0,114.6,109.6,113.0,123.2,5.0,-10.200000000000003,1,24,358.0,2.0,4,-1
2024-10-27 00:00:00,8:30p,Los Angeles Clippers,112.0,Golden State Warriors,104.0,Box Score,,18064.0,2:22,Chase Center,,2025,october,False,True,True,104.0,112.0,112.0,104.0,116.8,116.6,108.6,110.8,0.20000000000000284,-2.200000000000003,0,-8,3.0,1.0,-1,2
2024-10-27 00:00:00,3:30p,Philadelphia 76ers,118.0,Indiana Pacers,114.0,Box Score,OT,17274.0,2:52,Gainbridge Fieldhouse,,2025,october,False,True,True,114.0,118.0,118.0,114.0,124.0,120.4,114.8,113.0,3.5999999999999943,1.7999999999999972,0,-4,,4.0,-2,1
2024-10-27 00:00:00,6:00p,New Orleans Pelicans,103.0,Portland Trail Blazers,125.0,Box Score,,16138.0,2:09,Moda Center,,2025,october,False,True,True,125.0,103.0,103.0,125.0,110.8,112.2,108.4,109.4,-1.4000000000000057,-1.0,1,22,3.0,1.0,1,-1
2024-10-27 00:00:00,6:00p,Milwaukee Bucks,102.0,Brooklyn Nets,115.0,Box Score,,17926.0,2:19,Barclays Center,,2025,october,False,True,True,115.0,102.0,102.0,115.0,117.0,115.8,111.2,106.4,1.2000000000000028,4.799999999999997,1,13,3.0,354.0,1,-2
2024-10-28 00:00:00,7:30p,Milwaukee Bucks,108.0,Boston Celtics,119.0,Box Score,,19156.0,2:18,TD Garden,,2025,october,False,True,True,119.0,108.0,108.0,119.0,121.0,110.8,108.6,108.0,10.200000000000003,0.5999999999999943,1,11,2.0,4.0,8,-3
2024-10-28 00:00:00,7:30p,Denver Nuggets,127.0,Toronto Raptors,125.0,Box Score,OT,19082.0,2:35,Scotiabank Arena,,2025,october,False,True,True,125.0,127.0,127.0,125.0,108.8,116.6,116.6,116.0,-7.799999999999997,0.5999999999999943,0,-2,5.0,3.0,-2,1
2024-10-28 00:00:00,7:30p,Cleveland Cavaliers,110.0,New York Knicks,104.0,Box Score,,19812.0,2:23,Madison Square Garden (IV),,2025,october,False,True,True,104.0,110.0,110.0,104.0,116.0,109.8,125.4,112.4,6.200000000000003,13.0,0,-6,2.0,2.0,-1,4
2024-10-28 00:00:00,7:30p,Washington Wizards,121.0,Atlanta Hawks,119.0,Box Score,,14566.0,2:26,State Farm Arena,,2025,october,False,True,True,119.0,121.0,121.0,119.0,122.2,119.2,111.2,119.6,3.0,-8.399999999999991,0,-2,2.0,2.0,-2,1
2024-10-28 00:00:00,7:30p,Detroit Pistons,98.0,Miami Heat,106.0,Box Score,,19626.0,2:18,Kaseya Center,,2025,october,False,True,True,106.0,98.0,98.0,106.0,101.6,104.6,104.8,109.0,-3.0,-4.200000000000003,1,8,5.0,357.0,2,-5
2024-10-28 00:00:00,8:30p,Utah Jazz,102.0,Dallas Mavericks,110.0,Box Score,,19811.0,2:16,American Airlines Center,,2025,october,False,True,True,110.0,102.0,102.0,110.0,116.0,110.6,103.4,115.4,5.400000000000006,-12.0,1,8,9.0,3.0,1,-5
2024-10-28 00:00:00,8:00p,Houston Rockets,106.0,San Antonio Spurs,101.0,Box Score,,17519.0,2:23,Frost Bank Center,,2025,october,False,True,True,101.0,106.0,106.0,101.0,112.4,111.6,102.6,109.4,0.8000000000000114,-6.800000000000011,0,-5,364.0,3.0,-1,1
2024-10-28 00:00:00,10:00p,Portland Trail Blazers,98.0,Sacramento Kings,111.0,Box Score,,16426.0,2:26,Golden 1 Center,,2025,october,False,True,True,111.0,98.0,98.0,111.0,118.2,115.4,102.4,111.0,2.799999999999997,-8.599999999999994,1,13,2.0,362.0,1,-1
2024-10-28 00:00:00,10:00p,Los Angeles Lakers,105.0,Phoenix Suns,109.0,Box Score,,17071.0,2:17,Footprint Center,,2025,october,False,True,True,109.0,105.0,105.0,109.0,117.4,107.0,108.0,116.2,10.400000000000006,-8.200000000000003,1,4,360.0,4.0,2,-1
2024-10-28 00:00:00,8:00p,Chicago Bulls,126.0,Memphis Grizzlies,123.0,Box Score,,15906.0,2:09,FedEx Forum,,2025,october,False,True,True,123.0,126.0,126.0,123.0,113.0,116.2,116.8,118.2,-3.200000000000003,-1.4000000000000057,0,-3,2.0,2.0,-1,1
2024-10-28 00:00:00,7:00p,Indiana Pacers,115.0,Orlando Magic,119.0,Box Score,,18846.0,2:31,Kia Center,,2025,october,False,True,True,119.0,115.0,115.0,119.0,116.8,104.2,112.4,116.0,12.599999999999994,-3.5999999999999943,1,4,2.0,1.0,1,-3
2024-10-29 00:00:00,7:30p,Denver Nuggets,144.0,Brooklyn Nets,139.0,Box Score,OT,17926.0,2:46,Barclays Center,,2025,october,False,True,True,139.0,144.0,144.0,139.0,119.8,118.8,123.4,116.8,1.0,6.6000000000000085,0,-5,2.0,1.0,-1,2
2024-10-29 00:00:00,7:30p,Dallas Mavericks,120.0,Minnesota Timberwolves,114.0,Box Score,,18978.0,2:24,Target Center,,2025,october,False,True,True,114.0,120.0,120.0,114.0,115.4,107.0,120.4,116.4,8.400000000000006,4.0,0,-6,4.0,2.0,-1,2
2024-10-29 00:00:00,9:00p,Sacramento Kings,113.0,Utah Jazz,96.0,Box Score,,18175.0,1:59,Delta Center,,2025,october,False,True,True,96.0,113.0,113.0,96.0,108.0,122.8,122.0,115.8,-14.799999999999997,6.200000000000003,0,-17,2.0,12.0,-6,2
2024-10-29 00:00:00,10:00p,New Orleans Pelicans,106.0,Golden State Warriors,124.0,Box Score,,18064.0,2:20,Chase Center,,2025,october,False,True,True,124.0,106.0,106.0,124.0,117.0,112.2,107.4,109.4,4.799999999999997,-2.0,1,18,2.0,2.0,1,-2
2024-10-30 00:00:00,7:30p,New York Knicks,116.0,Miami Heat,107.0,Box Score,,19620.0,2:10,Kaseya Center,,2025,october,False,True,True,107.0,116.0,116.0,107.0,100.6,106.0,109.4,109.2,-5.400000000000006,0.20000000000000284,0,-9,2.0,3.0,-1,1
2024-10-30 00:00:00,7:00p,Detroit Pistons,105.0,Philadelphia 76ers,95.0,Box Score,,19759.0,2:15,Wells Fargo Center,,2025,october,False,True,True,95.0,105.0,105.0,95.0,111.0,109.4,105.4,107.4,1.5999999999999943,-2.0,0,-10,11.0,2.0,-1,1
2024-10-30 00:00:00,7:00p,Atlanta Hawks,120.0,Washington Wizards,133.0,Box Score,,14255.0,2:25,Capital One Arena,,2025,october,False,True,True,133.0,120.0,120.0,133.0,114.2,121.8,114.0,125.2,-7.599999999999994,-11.200000000000003,1,13,4.0,22.0,2,-3
2024-10-30 00:00:00,7:00p,Boston Celtics,132.0,Indiana Pacers,135.0,Box Score,OT,17274.0,2:37,Gainbridge Fieldhouse,,2025,october,False,True,True,135.0,132.0,132.0,135.0,124.2,119.4,122.4,113.2,4.799999999999997,9.200000000000003,1,3,10.0,4.0,1,-1
2024-10-30 00:00:00,7:00p,Los Angeles Lakers,110.0,Cleveland Cavaliers,134.0,Box Score,,19432.0,2:07,Rocket Mortgage Fieldhouse,,2025,october,False,True,True,134.0,110.0,110.0,134.0,111.2,110.6,110.2,121.0,0.6000000000000085,-10.799999999999997,1,24,2.0,2.0,5,-2
2024-10-30 00:00:00,8:00p,Orlando Magic,99.0,Chicago Bulls,102.0,Box Score,,19015.0,2:19,United Center,,2025,october,False,True,True,102.0,99.0,99.0,102.0,102.8,110.8,106.2,109.4,-8.0,-3.200000000000003,1,3,7.0,2.0,2,-1
2024-10-30 00:00:00,8:00p,Brooklyn Nets,119.0,Memphis Grizzlies,106.0,Box Score,,14745.0,2:26,FedEx Forum,,2025,october,False,True,True,106.0,119.0,119.0,106.0,113.4,117.8,117.8,117.6,-4.3999999999999915,0.20000000000000284,0,-13,2.0,2.0,-2,1
2024-10-30 00:00:00,9:30p,San Antonio Spurs,93.0,Oklahoma City Thunder,105.0,Box Score,,17136.0,2:01,Paycom Center,,2025,october,False,True,True,105.0,93.0,93.0,105.0,114.0,109.4,104.4,119.2,4.599999999999994,-14.799999999999997,1,12,1.0,4.0,5,-2
2024-10-30 00:00:00,10:00p,New Orleans Pelicans,89.0,Golden State Warriors,104.0,Box Score,,18064.0,2:19,Chase Center,,2025,october,False,True,True,104.0,89.0,89.0,104.0,111.8,105.0,102.8,112.0,6.799999999999997,-9.200000000000003,1,15,8.0,4.0,2,-3
2024-10-30 00:00:00,10:30p,Portland Trail Blazers,106.0,Los Angeles Clippers,105.0,Box Score,,16727.0,2:11,Intuit Dome,,2025,october,False,True,True,105.0,106.0,106.0,105.0,116.4,103.6,102.4,111.2,12.800000000000011,-8.799999999999997,0,-1,4.0,1.0,-1,1
2024-10-30 00:00:00,7:00p,Toronto Raptors,133.0,Charlotte Hornets,138.0,Box Score,,13113.0,2:18,Spectrum Center,,2025,october,False,True,True,138.0,133.0,133.0,138.0,116.0,120.2,108.8,111.2,-4.200000000000003,-2.4000000000000057,1,5,4.0,1.0,1,-3
2024-10-31 00:00:00,8:00p,Milwaukee Bucks,99.0,Memphis Grizzlies,122.0,Box Score,,15377.0,2:12,FedEx Forum,,2025,october,False,True,True,122.0,99.0,99.0,122.0,117.0,116.0,104.6,110.6,1.0,-6.0,1,23,8.0,9.0,1,-4
2024-10-31 00:00:00,8:30p,Houston Rockets,108.0,Dallas Mavericks,102.0,Box Score,,20011.0,2:21,American Airlines Center,,2025,october,False,True,True,102.0,108.0,108.0,102.0,114.2,108.8,105.6,110.8,5.400000000000006,-5.200000000000003,0,-6,,2.0,-1,2
2024-10-31 00:00:00,9:00p,San Antonio Spurs,106.0,Utah Jazz,88.0,Box Score,,18175.0,2:10,Delta Center,,2025,october,False,True,True,88.0,106.0,106.0,88.0,102.8,118.0,101.2,110.0,-15.200000000000003,-8.799999999999997,0,-18,6.0,4.0,-7,1
2024-10-31 00:00:00,10:30p,Phoenix Suns,125.0,Los Angeles Clippers,119.0,Box Score,,16827.0,2:15,Intuit Dome,,2025,october,False,True,True,119.0,125.0,125.0,119.0,115.6,106.4,112.0,111.8,9.199999999999989,0.20000000000000284,0,-6,358.0,,-2,3
2024-11-01 00:00:00,7:30p,Chicago Bulls,112.0,Brooklyn Nets,120.0,Box Score,,17977.0,2:07,Barclays Center,,2025,november,False,True,True,120.0,112.0,112.0,120.0,120.6,116.2,118.8,118.6,4.3999999999999915,0.20000000000000284,1,8,2.0,2.0,2,-1
2024-11-01 00:00:00,7:00p,Boston Celtics,124.0,Charlotte Hornets,109.0,Box Score,,18557.0,2:17,Spectrum Center,,2025,november,False,True,True,109.0,124.0,124.0,109.0,114.6,123.0,125.6,114.2,-8.400000000000006,11.399999999999991,0,-15,4.0,362.0,-1,1
2024-11-01 00:00:00,7:00p,Orlando Magic,109.0,Cleveland Cavaliers,120.0,Box Score,,19432.0,2:20,Rocket Mortgage Fieldhouse,,2025,november,False,True,True,120.0,109.0,109.0,120.0,114.2,110.8,107.4,112.2,3.4000000000000057,-4.799999999999997,1,11,2.0,2.0,6,-2
2024-11-01 00:00:00,7:30p,Sacramento Kings,123.0,Atlanta Hawks,115.0,Box Score,,15156.0,2:16,State Farm Arena,,2025,november,False,True,True,115.0,123.0,123.0,115.0,121.2,118.6,121.6,112.8,2.6000000000000085,8.799999999999997,0,-8,361.0,361.0,-4,3
2024-11-01 00:00:00,8:00p,Indiana Pacers,118.0,New Orleans Pelicans,125.0,Box Score,,15133.0,2:10,Smoothie King Center,,2025,november,False,True,True,125.0,118.0,118.0,125.0,111.8,111.4,114.2,117.8,0.3999999999999915,-3.5999999999999943,1,7,2.0,354.0,1,-1
2024-11-01 00:00:00,7:30p,Los Angeles Lakers,131.0,Toronto Raptors,125.0,Box Score,,19800.0,2:25,Scotiabank Arena,,2025,november,False,True,True,125.0,131.0,131.0,125.0,112.4,120.0,116.0,123.8,-7.599999999999994,-7.799999999999997,0,-6,359.0,3.0,-4,1
2024-11-01 00:00:00,9:30p,Denver Nuggets,116.0,Minnesota Timberwolves,119.0,Box Score,,18978.0,2:25,Target Center,,2025,november,False,True,True,119.0,116.0,116.0,119.0,112.4,105.8,124.6,116.4,6.6000000000000085,8.199999999999989,1,3,3.0,8.0,1,-1
2024-11-01 00:00:00,10:00p,Oklahoma City Thunder,137.0,Portland Trail Blazers,114.0,Box Score,,17815.0,2:11,Moda Center,,2025,november,False,True,True,114.0,137.0,137.0,114.0,108.6,117.4,117.0,101.0,-8.800000000000011,16.0,0,-23,7.0,2.0,-1,6
2024-11-01 00:00:00,7:00p,New York Knicks,128.0,Detroit Pistons,98.0,Box Score,,17022.0,1:55,Little Caesars Arena,,2025,november,False,True,True,98.0,128.0,128.0,98.0,114.2,116.6,109.8,104.8,-2.3999999999999915,5.0,0,-30,2.0,7.0,-1,2
2024-11-02 00:00:00,8:00p,Cleveland Cavaliers,114.0,Milwaukee Bucks,113.0,Box Score,,17341.0,2:15,Fiserv Forum,,2025,november,False,True,True,113.0,114.0,114.0,113.0,117.0,121.0,121.8,110.4,-4.0,11.399999999999991,0,-1,2.0,2.0,-5,7
2024-11-02 00:00:00,6:00p,Boston Celtics,113.0,Charlotte Hornets,103.0,Box Score,,19253.0,2:09,Spectrum Center,,2025,november,False,True,True,103.0,113.0,113.0,103.0,115.4,123.4,123.0,113.4,-8.0,9.599999999999994,0,-10,15.0,4.0,-2,2
